,tweet_id,jpg_url,predicted_breed
0,666020888022790149,https://pbs.twimg.com/media/CT4udn0WwAA0aMy.jpg,Welsh_springer_spaniel
1,666029285002620928,https://pbs.twimg.com/media/CT42GRgUYAA5iDo.jpg,redbone
2,666033412701032449,https://pbs.twimg.com/media/CT4521TWwAEvMyu.jpg,German_shepherd
3,666044226329800704,https://pbs.twimg.com/media/CT5Dr8HUEAA-lEu.jpg,Rhodesian_ridgeback
4,666049248165822465,https://pbs.twimg.com/media/CT5IQmsXIAAKY4A.jpg,miniature_pinscher
5,666050758794694657,https://pbs.twimg.com/media/CT5Jof1WUAEuVxN.jpg,Bernese_mountain_dog
6,666051853826850816,https://pbs.twimg.com/media/CT5KoJ1WoAAJash.jpg,NaN
7,666055525042405380,https://pbs.twimg.com/media/CT5N9tpXIAAifs1.jpg,chow
8,666057090499244032,https://pbs.twimg.com/media/CT5PY90WoAAQGLo.jpg,golden_retriever
9,666058600524156928,https://pbs.twimg.com/media/CT5Qw94XAAA_2dP.jpg,miniature_poodle
10,666063827256086533,https://pbs.twimg.com/media/CT5Vg_wXIAAXfnj.jpg,golden_retriever
11,666071193221509120,https://pbs.twimg.com/media/CT5cN_3WEAAlOoZ.jpg,Gordon_setter
12,666073100786774016,https://pbs.twimg.com/media/CT5d9DZXAAALcwe.jpg,Walker_hound
13,666082916733198337,https://pbs.twimg.com/media/CT5m4VGWEAAtKc8.jpg,pug
14,666094000022159362,https://pbs.twimg.com/media/CT5w9gUW4AAsBNN.jpg,bloodhound
15,666099513787052032,https://pbs.twimg.com/media/CT51-JJUEAA6hV8.jpg,Lhasa
16,666102155909144576,https://pbs.twimg.com/media/CT54YGiWUAEZnoK.jpg,English_setter
17,666104133288665088,https://pbs.twimg.com/media/CT56LSZWoAAlJj2.jpg,NaN
18,666268910803644416,https://pbs.twimg.com/media/CT8QCd1WEAADXws.jpg,NaN
19,666273097616637952,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg,Italian_greyhound
20,666287406224695296,https://pbs.twimg.com/media/CT8g3BpUEAAuFjg.jpg,Maltese_dog
21,666293911632134144,https://pbs.twimg.com/media/CT8mx7KW4AEQu8N.jpg,NaN
22,666337882303524864,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg,Newfoundland
23,666345417576210432,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg,golden_retriever
24,666353288456101888,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg,malamute
25,666362758909284353,https://pbs.twimg.com/media/CT9lXGsUcAAyUFt.jpg,NaN
26,666373753744588802,https://pbs.twimg.com/media/CT9vZEYWUAAlZ05.jpg,soft-coated_wheaten_terrier
27,666396247373291520,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,Chihuahua
28,666407126856765440,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,black-and-tan_coonhound
29,666411507551481857,https://pbs.twimg.com/media/CT-RugiWIAELEaq.jpg,NaN
30,666418789513326592,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,toy_terrier
31,666421158376562688,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,Blenheim_spaniel
32,666428276349472768,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg,Pembroke
33,666430724426358785,https://pbs.twimg.com/media/CT-jNYqW4AAPi2M.jpg,Irish_terrier
34,666435652385423360,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,Chesapeake_Bay_retriever
35,666437273139982337,https://pbs.twimg.com/media/CT-pKmRWIAAxUWj.jpg,Chihuahua
36,666447344410484738,https://pbs.twimg.com/media/CT-yU5QWwAEjLX5.jpg,curly-coated_retriever
37,666454714377183233,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg,dalmatian
38,666644823164719104,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,Ibizan_hound
39,666649482315059201,https://pbs.twimg.com/media/CUBqKnLWwAA5OQB.jpg,Border_collie
40,666691418707132416,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,German_shepherd
41,666701168228331520,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,Labrador_retriever
42,666739327293083650,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,miniature_poodle
43,666776908487630848,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,miniature_pinscher
44,666781792255496192,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,Italian_greyhound
45,666786068205871104,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,NaN
46,666804364988780544,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,English_setter
47,666817836334096384,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,miniature_schnauzer
48,666826780179869698,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,Maltese_dog
49,666835007768551424,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,Airedale
50,666837028449972224,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,NaN
51,666983947667116034,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg,NaN
52,666996132027977728,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,Rottweiler
53,667012601033924608,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,NaN
54,667044094246576128,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,golden_retriever
55,667062181243039745,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,Chesapeake_Bay_retriever
56,667065535570550784,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg,NaN
57,667073648344346624,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,Chihuahua
58,667090893657276420,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,Chihuahua
59,667119796878725120,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,Pembroke
